id,hotel_name,country,region,website,instagram_handle,instagram_url,notes
168,The Little Nell,United States,Americas,https://www.thelittlenell.com/,@thelittlenell,https://www.instagram.com/thelittlenell,IG from official site footer.
169,"The Lodge at Blue Sky, Auberge Collection",United States,Americas,https://auberge.com/blue-sky/,@blueskyauberge,https://www.instagram.com/blueskyauberge,Property page on parent auberge.com.
170,The Lodge at Sea Island,United States,Americas,https://www.seaisland.com/stay/the-lodge/,@seaisland,https://www.instagram.com/seaisland,The Lodge is part of Sea Island Resort; resort account used (consistent with The Cloister).
171,Londoner Court,China,Asia-Pacific,https://www.londonermacao.com/hotels/londoner-court.html,@the_londoner_macao,https://www.instagram.com/the_londoner_macao,Londoner Court is a suite product within The Londoner Macao; resort account used.
172,The Londoner Hotel,China,Asia-Pacific,https://www.londonermacao.com/hotels/londoner-hotel.html,@the_londoner_macao,https://www.instagram.com/the_londoner_macao,Part of The Londoner Macao; resort account used.
173,La Réserve Paris,France,Europe,https://www.lareserve-paris.com/en/,@lareserveparis,https://www.instagram.com/lareserveparis,IG from official site footer.
174,LUX* Belle Mare,Mauritius,Africa,https://www.luxresorts.com/en/mauritius/hotel/luxbellemare,@luxbellemare,https://www.instagram.com/luxbellemare,IG from LUX* property-page footer.
175,LUX* Grand Baie,Mauritius,Africa,https://www.luxresorts.com/en/mauritius/hotel/luxgrandbaie,@luxgrandbaie,https://www.instagram.com/luxgrandbaie,IG from LUX* property-page footer.
176,LUX* South Ari Atoll,Maldives,Asia-Pacific,https://www.luxresorts.com/en/maldives/resort/luxsouthariatoll,@luxsouthari,https://www.instagram.com/luxsouthari,IG from LUX* property-page footer.
177,"Mandapa, a Ritz-Carlton Reserve",Indonesia,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/dpsub-mandapa-a-ritz-carlton-reserve/overview/,@mandapareserve,https://www.instagram.com/mandapareserve,Property page on parent ritzcarlton.com.
178,"Mandarin Oriental, Bangkok",Thailand,Asia-Pacific,https://www.mandarinoriental.com/en/bangkok/chao-phraya-river,@mo_bangkok,https://www.instagram.com/mo_bangkok,
179,"Mandarin Oriental, Barcelona",Spain,Europe,https://www.mandarinoriental.com/en/barcelona/passeig-de-gracia,@mo_barcelona,https://www.instagram.com/mo_barcelona,
180,"Mandarin Oriental, Bodrum",Turkey,Europe,https://www.mandarinoriental.com/en/bodrum/paradise-bay,@mo_bodrum,https://www.instagram.com/mo_bodrum,
181,"Mandarin Oriental Bosphorus, Istanbul",Turkey,Europe,https://www.mandarinoriental.com/en/istanbul/bosphorus,@mo_istanbul,https://www.instagram.com/mo_istanbul,
182,"Mandarin Oriental, Boston",United States,Americas,https://www.mandarinoriental.com/en/boston/back-bay,@mo_boston,https://www.instagram.com/mo_boston,
183,"Mandarin Oriental, Canouan",Saint Vincent and the Grenadines,Americas,https://www.mandarinoriental.com/en/canouan/caribbean,@mo_canouan,https://www.instagram.com/mo_canouan,
184,"Mandarin Oriental, Costa Navarino",Greece,Europe,https://www.mandarinoriental.com/en/costa-navarino/messenia,@mo_costanavarino,https://www.instagram.com/mo_costanavarino,
185,"Mandarin Oriental, Doha",Qatar,Middle East,https://www.mandarinoriental.com/en/doha/qatar,@mo_doha,https://www.instagram.com/mo_doha,
186,"Mandarin Oriental, Geneva",Switzerland,Europe,https://www.mandarinoriental.com/en/geneva/rhone-river,@mo_geneva,https://www.instagram.com/mo_geneva,
187,"Mandarin Oriental, Hong Kong",China,Asia-Pacific,https://www.mandarinoriental.com/en/hong-kong/victoria-harbour,@mo_hkg,https://www.instagram.com/mo_hkg,Distinct from Landmark MO @mo_landmarkhk.
188,"Mandarin Oriental, Hyde Park, London",United Kingdom,Europe,https://www.mandarinoriental.com/en/london/hyde-park,@mo_hydepark,https://www.instagram.com/mo_hydepark,
189,"Mandarin Oriental Jumeira, Dubai",United Arab Emirates,Middle East,https://www.mandarinoriental.com/en/dubai/jumeira-beach,@mo_jumeira,https://www.instagram.com/mo_jumeira,
190,"Mandarin Oriental, Lago di Como",Italy,Europe,https://www.mandarinoriental.com/en/lake-como/blevio,@mo_lagodicomo,https://www.instagram.com/mo_lagodicomo,
191,"Mandarin Oriental, Marrakech",Morocco,Africa,https://www.mandarinoriental.com/en/marrakech/la-mamounia,@mo_marrakech,https://www.instagram.com/mo_marrakech,
192,"Mandarin Oriental, Milan",Italy,Europe,https://www.mandarinoriental.com/en/milan/la-scala,@mo_milan,https://www.instagram.com/mo_milan,
193,"Mandarin Oriental, New York",United States,Americas,https://www.mandarinoriental.com/en/new-york/manhattan,@mo_newyork,https://www.instagram.com/mo_newyork,
194,"Mandarin Oriental Palace, Luzern",Switzerland,Europe,https://www.mandarinoriental.com/en/luzern/palace,@mo_luzern,https://www.instagram.com/mo_luzern,
195,"Mandarin Oriental, Paris",France,Europe,https://www.mandarinoriental.com/en/paris/place-vendome,@mo_paris,https://www.instagram.com/mo_paris,
196,"Mandarin Oriental Pudong, Shanghai",China,Asia-Pacific,https://www.mandarinoriental.com/en/shanghai/pudong,@mo_pudong,https://www.instagram.com/mo_pudong,
197,"Mandarin Oriental Qianmen, Beijing",China,Asia-Pacific,https://www.mandarinoriental.com/en/beijing/qianmen,@mo_qianmen,https://www.instagram.com/mo_qianmen,
198,"Mandarin Oriental Ritz, Madrid",Spain,Europe,https://www.mandarinoriental.com/en/madrid/hotel-ritz,@mo_ritzmadrid,https://www.instagram.com/mo_ritzmadrid,
199,"Mandarin Oriental Savoy, Zurich",Switzerland,Europe,https://www.mandarinoriental.com/en/zurich/savoy,@mo_savoyzurich,https://www.instagram.com/mo_savoyzurich,
200,"Mandarin Oriental, Shenzhen",China,Asia-Pacific,https://www.mandarinoriental.com/en/shenzhen/futian,@mo_shenzhen_,https://www.instagram.com/mo_shenzhen_,Handle has trailing underscore.
201,"Mandarin Oriental The Landmark, Hong Kong",China,Asia-Pacific,https://www.mandarinoriental.com/en/hong-kong/the-landmark,@mo_landmarkhk,https://www.instagram.com/mo_landmarkhk,Distinct from @mo_hkg.
202,"Mandarin Oriental, Tokyo",Japan,Asia-Pacific,https://www.mandarinoriental.com/en/tokyo/nihonbashi,@mo_tokyo,https://www.instagram.com/mo_tokyo,
203,"Mandarin Oriental Wangfujing, Beijing",China,Asia-Pacific,https://www.mandarinoriental.com/en/beijing/wangfujing,@mo_wangfujing,https://www.instagram.com/mo_wangfujing,
204,"Maroma, A Belmond Hotel, Riviera Maya",Mexico,Americas,https://www.belmond.com/hotels/north-america/mexico/riviera-maya/belmond-maroma-resort-and-spa/,@belmondmaroma,https://www.instagram.com/belmondmaroma,
205,The Maybourne Beverly Hills,United States,Americas,https://www.maybournebeverlyhills.com/,@themaybournebh,https://www.instagram.com/themaybournebh,
206,The Maybourne Riviera,France,Europe,https://www.maybourneriviera.com/,@themaybourneriviera,https://www.instagram.com/themaybourneriviera,
207,Meadowood Napa Valley,United States,Americas,https://meadowood.com/,@meadowoodnapavalley,https://www.instagram.com/meadowoodnapavalley,
208,MGM MACAU,China,Asia-Pacific,https://www.mgm.mo/en/stay/mgm-macau,,,No MGM Macau-specific IG; @mgm.mo is shared across MGM Macau and MGM Cotai. Left blank.
209,Mii amo,United States,Americas,https://miiamo.com/,@mii_amo_spa,https://www.instagram.com/mii_amo_spa,Destination spa-hotel account.
210,Montage Big Sky,United States,Americas,https://www.montage.com/bigsky/,@montagebigsky,https://www.instagram.com/montagebigsky,
211,Montage Deer Valley,United States,Americas,https://www.montage.com/deervalley/,@montagedeervalley,https://www.instagram.com/montagedeervalley,
212,Montage Healdsburg,United States,Americas,https://www.montage.com/healdsburg/,@montagehealdsburg,https://www.instagram.com/montagehealdsburg,
213,Montage Laguna Beach,United States,Americas,https://www.montage.com/lagunabeach/,@montagelaguna,https://www.instagram.com/montagelaguna,
214,Montage Los Cabos,Mexico,Americas,https://www.montage.com/loscabos/,@montageloscabos,https://www.instagram.com/montageloscabos,
215,Montage Palmetto Bluff,United States,Americas,https://www.montage.com/palmettobluff/,@montagepalmettobluff,https://www.instagram.com/montagepalmettobluff,
216,Morpheus,China,Asia-Pacific,https://www.cityofdreamsmacau.com/en/hotels/morpheus,,,No confirmed Morpheus-specific IG; only resort-wide @cityofdreamsmacau. Left blank.
217,"Mount Nelson, A Belmond Hotel, Cape Town",South Africa,Africa,https://www.belmond.com/hotels/africa/south-africa/cape-town/belmond-mount-nelson-hotel/,@belmondmountnelsonhotel,https://www.instagram.com/belmondmountnelsonhotel,
218,"The Mulia - Nusa Dua, Bali",Indonesia,Asia-Pacific,https://www.themulia.com/bali/themulia,@themuliabali,https://www.instagram.com/themuliabali,Official account covering the resort complex; no suites-only account.
219,Nizuc Resort & Spa,Mexico,Americas,https://www.nizuc.com/,@nizucresort,https://www.instagram.com/nizucresort,
220,"Nujuma, a Ritz-Carlton Reserve",Saudi Arabia,Middle East,https://www.ritzcarlton.com/en/hotels/ejhrz-nujuma-a-ritz-carlton-reserve/overview/,@nujumareserve,https://www.instagram.com/nujumareserve,
221,Nüwa Macau,China,Asia-Pacific,https://www.cityofdreamsmacau.com/en/hotels/nuwa,,,No confirmed Nuwa Macau-specific IG; only resort-wide @cityofdreamsmacau. Left blank.
222,Nüwa Manila at City of Dreams,Philippines,Asia-Pacific,https://www.cityofdreamsmanila.com/en/stay/nuwa,,,"Two plausible small accounts (@nuwahotelmanila, @nuwaph); could not confirm official. Left blank."
223,"The Oberoi Beach Resort, Mauritius",Mauritius,Africa,https://www.oberoihotels.com/hotels-in-mauritius/,@theoberoimauritius,https://www.instagram.com/theoberoimauritius,
224,Ocean House,United States,Americas,https://www.oceanhouseri.com/,@oceanhouseri,https://www.instagram.com/oceanhouseri,
225,Okada Manila,Philippines,Asia-Pacific,https://okadamanila.com/,@okadamanila,https://www.instagram.com/okadamanila,
226,The Okura Tokyo,Japan,Asia-Pacific,https://theokuratokyo.jp/en/,@theokuratokyo,https://www.instagram.com/theokuratokyo,
227,One&Only Gorilla's Nest,Rwanda,Africa,https://www.oneandonlyresorts.com/gorillas-nest,@oorwanda,https://www.instagram.com/oorwanda,@oorwanda is the official One&Only Rwanda account (Gorilla's Nest + Nyungwe House); no property-only account.
228,One&Only Le Saint Géran,Mauritius,Africa,https://www.oneandonlyresorts.com/le-saint-geran,@oolesaintgeran,https://www.instagram.com/oolesaintgeran,
229,One&Only Nyungwe House,Rwanda,Africa,https://www.oneandonlyresorts.com/nyungwe-house,@oonyungwehouse,https://www.instagram.com/oonyungwehouse,Property-specific account.
230,"One&Only Palmilla, Los Cabos Resort",Mexico,Americas,https://www.oneandonlyresorts.com/palmilla,@oneandonlypalmilla,https://www.instagram.com/oneandonlypalmilla,
231,One&Only Portonovi,Montenegro,Europe,https://www.oneandonlyresorts.com/portonovi,@ooportonovi,https://www.instagram.com/ooportonovi,
232,One&Only Reethi Rah,Maldives,Asia-Pacific,https://www.oneandonlyresorts.com/reethi-rah,@ooreethirah,https://www.instagram.com/ooreethirah,
233,One&Only Royal Mirage - The Residence,United Arab Emirates,Middle East,https://www.oneandonlyresorts.com/royal-mirage/accommodation/the-residence,@ooroyalmirage,https://www.instagram.com/ooroyalmirage,The Residence is within One&Only Royal Mirage; resort account used.
234,The Paiza Collection at Marina Bay Sands,Singapore,Asia-Pacific,https://www.marinabaysands.com/hotel/the-paiza-collection.html,,,The Paiza Collection is a suite product within Marina Bay Sands; no property-specific IG. Left blank.
235,Paiza Grand,China,Asia-Pacific,https://www.londonermacao.com/hotels/paiza-grand.html,@the_londoner_macao,https://www.instagram.com/the_londoner_macao,Paiza Grand is within The Londoner Macao; resort account used.
236,Paiza Lofts,China,Asia-Pacific,https://www.parisianmacao.com/paiza-lofts.html,@parisian_macao,https://www.instagram.com/parisian_macao,Paiza Lofts is within The Parisian Macao; resort account used.
237,Palace Hotel Tokyo,Japan,Asia-Pacific,https://www.palacehoteltokyo.com/,@palacehoteltokyo,https://www.instagram.com/palacehoteltokyo,
238,Palazzo Versace Macau,China,Asia-Pacific,https://www.palazzoversace.mo/en,@palazzoversacemacau,https://www.instagram.com/palazzoversacemacau,
239,Pan Pacific London,United Kingdom,Europe,https://www.panpacific.com/en/hotels-and-resorts/pp-london.html,@panpacificlondon,https://www.instagram.com/panpacificlondon,
240,Park Hotel Vitznau,Switzerland,Europe,https://www.parkhotel-vitznau.ch/en/,@parkhotelvitznau,https://www.instagram.com/parkhotelvitznau,
241,"Patina Maldives, Fari Islands",Maldives,Asia-Pacific,https://patinahotels.com/maldives,@patinamaldives,https://www.instagram.com/patinamaldives,
242,The Peninsula Bangkok,Thailand,Asia-Pacific,https://www.peninsula.com/en/bangkok/5-star-luxury-hotel-riverside,@thepeninsulabangkok,https://www.instagram.com/thepeninsulabangkok,
243,The Peninsula Beijing,China,Asia-Pacific,https://www.peninsula.com/en/beijing/5-star-luxury-hotel-wangfujing,@thepeninsulabeijing,https://www.instagram.com/thepeninsulabeijing,
244,The Peninsula Chicago,United States,Americas,https://www.peninsula.com/en/chicago,@thepeninsulachi,https://www.instagram.com/thepeninsulachi,
245,The Peninsula Hong Kong,China,Asia-Pacific,https://www.peninsula.com/en/hong-kong,@peninsulahongkong,https://www.instagram.com/peninsulahongkong,
246,The Peninsula Manila,Philippines,Asia-Pacific,https://www.peninsula.com/en/manila/5-star-luxury-hotel-makati,@thepeninsulamanila,https://www.instagram.com/thepeninsulamanila,
247,The Peninsula New York,United States,Americas,https://www.peninsula.com/en/new-york,@thepeninsulanyc,https://www.instagram.com/thepeninsulanyc,
248,The Peninsula Shanghai,China,Asia-Pacific,https://www.peninsula.com/en/shanghai/5-star-luxury-hotel-bund,@thepeninsulashanghai,https://www.instagram.com/thepeninsulashanghai,
249,The Peninsula Tokyo,Japan,Asia-Pacific,https://www.peninsulatokyo.com/,@thepeninsulatokyo,https://www.instagram.com/thepeninsulatokyo,
250,The Point,United States,Americas,https://thepointresort.com/,@the_pointresort,https://www.instagram.com/the_pointresort,
251,Portrait Firenze  — Lungarno Collection,Italy,Europe,https://www.lungarnocollection.com/portrait-firenze/,@portraitfirenze,https://www.instagram.com/portraitfirenze,
252,The Post Oak Hotel at Uptown Houston,United States,Americas,https://www.thepostoakhotel.com/,@postoakuptown,https://www.instagram.com/postoakuptown,
253,The Prince Akatoki London,United Kingdom,Europe,https://www.theprinceakatokilondon.com/,@theprinceakatokilondon,https://www.instagram.com/theprinceakatokilondon,
254,"The Prince Gallery Tokyo Kioicho, a Luxury Collection Hotel",Japan,Asia-Pacific,https://www.marriott.com/en-us/hotels/tyolc-the-prince-gallery-tokyo-kioicho-a-luxury-collection-hotel/overview/,@princegallerytokyokioicho,https://www.instagram.com/princegallerytokyokioicho,Marriott Luxury Collection property page.
255,Raffles at Galaxy Macau,China,Asia-Pacific,https://www.raffles.com/macau/,@raffles.galaxymacau,https://www.instagram.com/raffles.galaxymacau,Property opened 2024; newer account.
256,Raffles Doha,Qatar,Middle East,https://www.raffles.com/doha/,@rafflesdoha,https://www.instagram.com/rafflesdoha,
257,Raffles Hotel Singapore,Singapore,Asia-Pacific,https://www.raffles.com/singapore/,@raffleshotelsingapore,https://www.instagram.com/raffleshotelsingapore,
258,Raffles Istanbul,Turkey,Europe,https://www.raffles.com/istanbul/,@rafflesistanbul,https://www.instagram.com/rafflesistanbul,
259,Raffles London at The OWO,United Kingdom,Europe,https://www.raffles.com/london/,@raffleslondon.theowo,https://www.instagram.com/raffleslondon.theowo,
260,The Ranch at Rock Creek,United States,Americas,https://theranchatrockcreek.com/,@theranchatrockcreek,https://www.instagram.com/theranchatrockcreek,
261,Rancho Valencia Resort & Spa,United States,Americas,https://ranchovalencia.com/,@ranchovalencia,https://www.instagram.com/ranchovalencia,
262,Regent Hong Kong,China,Asia-Pacific,https://hongkong.regenthotels.com/,@hongkongregent,https://www.instagram.com/hongkongregent,
263,The Resort at Pelican Hill,United States,Americas,https://pelicanhill.com/,@pelicanhillresort,https://www.instagram.com/pelicanhillresort,
264,Ritz Paris,France,Europe,https://www.ritzparis.com/,@ritzparis,https://www.instagram.com/ritzparis,
265,"The Ritz-Carlton, Chengdu",China,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/cturz-the-ritz-carlton-chengdu/overview/,@theritzcarltonchengdu,https://www.instagram.com/theritzcarltonchengdu,
266,"The Ritz-Carlton, Dallas",United States,Americas,https://www.ritzcarlton.com/en/hotels/dalrz-the-ritz-carlton-dallas/overview/,@ritzcarltondallas,https://www.instagram.com/ritzcarltondallas,"Distinct from Ritz-Carlton Dallas, Las Colinas."
267,"The Ritz-Carlton, Dove Mountain",United States,Americas,https://www.ritzcarlton.com/en/hotels/tusrz-the-ritz-carlton-dove-mountain/overview/,@ritzcarltondovemountain,https://www.instagram.com/ritzcarltondovemountain,
268,"The Ritz-Carlton, Dubai",United Arab Emirates,Middle East,https://www.ritzcarlton.com/en/hotels/dxbrz-the-ritz-carlton-dubai/overview/,@ritzcarltondubai,https://www.instagram.com/ritzcarltondubai,"JBR property; distinct from The Ritz-Carlton, DIFC."
269,"The Ritz-Carlton, Grand Cayman",Cayman Islands,Americas,https://www.ritzcarlton.com/en/hotels/gcmrz-the-ritz-carlton-grand-cayman/overview/,@ritzcarltongrandcayman,https://www.instagram.com/ritzcarltongrandcayman,
270,"The Ritz-Carlton, Guangzhou",China,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/canrz-the-ritz-carlton-guangzhou/overview/,@ritzcarltonguangzhou,https://www.instagram.com/ritzcarltonguangzhou,
271,"The Ritz-Carlton, Half Moon Bay",United States,Americas,https://www.ritzcarlton.com/en/hotels/hafrz-the-ritz-carlton-half-moon-bay/overview/,@ritzcarltonhmb,https://www.instagram.com/ritzcarltonhmb,
272,"The Ritz-Carlton, Hong Kong",China,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/hkgkw-the-ritz-carlton-hong-kong/overview/,@ritzcarltonhongkong,https://www.instagram.com/ritzcarltonhongkong,
273,"The Ritz-Carlton, Kyoto",Japan,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/ukyrz-the-ritz-carlton-kyoto/overview/,@ritzcarltonkyoto,https://www.instagram.com/ritzcarltonkyoto,
274,"The Ritz-Carlton, Macau",China,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/mfmmr-the-ritz-carlton-macau/overview/,@ritzcarltonmacau,https://www.instagram.com/ritzcarltonmacau,
275,"The Ritz-Carlton Maldives, Fari Islands",Maldives,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/mlera-the-ritz-carlton-maldives-fari-islands/overview/,@ritzcarltonmaldives,https://www.instagram.com/ritzcarltonmaldives,
276,"The Ritz-Carlton New York, Central Park",United States,Americas,https://www.ritzcarlton.com/en/hotels/nyccp-the-ritz-carlton-new-york-central-park/overview/,@ritzcarltonnycentralpark,https://www.instagram.com/ritzcarltonnycentralpark,
277,"The Ritz-Carlton, Nikko",Japan,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/tyonz-the-ritz-carlton-nikko/overview/,@ritzcarltonnikko,https://www.instagram.com/ritzcarltonnikko,
278,"The Ritz-Carlton Orlando, Grande Lakes",United States,Americas,https://www.ritzcarlton.com/en/hotels/mcorz-the-ritz-carlton-orlando-grande-lakes/overview/,@ritzcarltonorlando,https://www.instagram.com/ritzcarltonorlando,Resort umbrella account is @grandelakesorlando.
279,"The Ritz-Carlton, Osaka",Japan,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/osarz-the-ritz-carlton-osaka/overview/,@ritzcarlton.osaka,https://www.instagram.com/ritzcarlton.osaka,
280,"The Ritz-Carlton, Riyadh",Saudi Arabia,Middle East,https://www.ritzcarlton.com/en/hotels/ruhrz-the-ritz-carlton-riyadh/overview/,@theritzcarltonruh,https://www.instagram.com/theritzcarltonruh,
281,"The Ritz-Carlton, Tokyo",Japan,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/tyorz-the-ritz-carlton-tokyo/overview/,@ritzcarltontokyo,https://www.instagram.com/ritzcarltontokyo,
282,RiverView Ranch,United States,Americas,https://www.riverviewranch.com/,@riverviewranchretreat,https://www.instagram.com/riverviewranchretreat,"Independent Forbes Five-Star guest ranch (SLH member), Montana — not a Ritz-Carlton despite list name."
283,"ROKU KYOTO, LXR Hotels & Resorts",Japan,Asia-Pacific,https://www.rokukyoto.com/,@roku.kyoto,https://www.instagram.com/roku.kyoto,
284,Rosewood Doha,Qatar,Middle East,https://www.rosewoodhotels.com/en/doha,@rosewooddoha,https://www.instagram.com/rosewooddoha,
285,Rosewood Guangzhou,China,Asia-Pacific,https://www.rosewoodhotels.com/en/guangzhou,@rosewoodguangzhou,https://www.instagram.com/rosewoodguangzhou,
286,Rosewood London,United Kingdom,Europe,https://www.rosewoodhotels.com/en/london,@rosewoodlondon,https://www.instagram.com/rosewoodlondon,
287,Rosewood Mayakoba,Mexico,Americas,https://www.rosewoodhotels.com/en/mayakoba-riviera-maya,@rwmayakoba,https://www.instagram.com/rwmayakoba,
288,Rosewood Miramar Beach,United States,Americas,https://www.rosewoodhotels.com/en/miramar-beach-montecito,@rosewoodmiramarbeach,https://www.instagram.com/rosewoodmiramarbeach,
289,Rosewood San Miguel de Allende,Mexico,Americas,https://www.rosewoodhotels.com/en/san-miguel-de-allende,@rosewoodsanmiguel,https://www.instagram.com/rosewoodsanmiguel,
290,Rosewood Sand Hill,United States,Americas,https://www.rosewoodhotels.com/en/sand-hill-menlo-park,@rosewoodsandhill,https://www.instagram.com/rosewoodsandhill,
291,Rosewood Villa Magna,Spain,Europe,https://www.rosewoodhotels.com/en/villa-magna,@rosewoodvillamagna,https://www.instagram.com/rosewoodvillamagna,
292,Royal Champagne Hotel & Spa,France,Europe,https://royalchampagne.com/,@royalchampagne,https://www.instagram.com/royalchampagne,
293,Royal Mansour Marrakech,Morocco,Africa,https://www.royalmansour.com/en/marrakech/,@royalmansourmarrakech,https://www.instagram.com/royalmansourmarrakech,Distinct from group @royalmansourcollection.
294,Royal Palm Beachcomber Luxury,Mauritius,Africa,https://www.beachcomber-hotels.com/en/hotel/royal-palm-beachcomber-luxury,@royalpalmbeachcomber,https://www.instagram.com/royalpalmbeachcomber,Property page within parent Beachcomber site.
295,Salamander Middleburg,United States,Americas,https://salamanderresort.com/,@salamanderresort,https://www.instagram.com/salamanderresort,Distinct from group @salamanderhotels.
296,The Sanctuary at Kiawah Island Golf Resort,United States,Americas,https://kiawahresort.com/,@kiawahresort,https://www.instagram.com/kiawahresort,The Sanctuary is the hotel within Kiawah Island Golf Resort; resort account used.
297,Sandy Lane Hotel,Barbados,Americas,https://www.sandylane.com/,@sandylanehotel,https://www.instagram.com/sandylanehotel,
298,The Savoy,United Kingdom,Europe,https://www.thesavoylondon.com/,@thesavoylondon,https://www.instagram.com/thesavoylondon,
299,"Saxon Hotel, Villas and Spa",South Africa,Africa,https://www.saxon.co.za/,@thesaxonhotel,https://www.instagram.com/thesaxonhotel,
300,"The Setai, Miami Beach",United States,Americas,https://www.thesetaihotel.com/,@thesetaimiamibeach,https://www.instagram.com/thesetaimiamibeach,
301,"Shangri-La Hotel, Toronto",Canada,Americas,https://www.shangri-la.com/toronto/shangrila/,@shangrilato,https://www.instagram.com/shangrilato,
302,Shangri-La Paris,France,Europe,https://www.shangri-la.com/paris/shangrila/,@shangrilaparis,https://www.instagram.com/shangrilaparis,
303,"Shangri-La The Shard, London",United Kingdom,Europe,https://www.shangri-la.com/london/shangrila/,@shangrilalondon,https://www.instagram.com/shangrilalondon,
304,The Shilla Seoul,South Korea,Asia-Pacific,https://www.shilla.net/seoul/,@theshillaseoul,https://www.instagram.com/theshillaseoul,
305,Sky Tower at Solaire Resort Entertainment City,Philippines,Asia-Pacific,https://www.skytowerspins.com/,@solaireresort,https://www.instagram.com/solaireresort,Sky Tower is the prestige tower within Solaire Resort; resort account used.
306,Skylofts at MGM COTAI,China,Asia-Pacific,https://www.mgm.mo/en/cotai/rooms/skylofts,,,"Skylofts is a room product within MGM Cotai; @mgm.mo is shared, not property-specific. Left blank."
307,Skylofts at MGM Grand,United States,Americas,https://mgmgrand.mgmresorts.com/en/hotel/skylofts.html,,,Skylofts is a suite product within MGM Grand Las Vegas; no Skylofts-specific IG. Exact URL to confirm.
308,Soneva Jani,Maldives,Asia-Pacific,https://soneva.com/resorts/soneva-jani/,@soneva,https://www.instagram.com/soneva,Official site footer links group @soneva; a purported @sonevajaniofficial could not be confirmed. Group account used.
309,The St. Regis Abu Dhabi,United Arab Emirates,Middle East,https://www.marriott.com/en-us/hotels/auhrx-the-st-regis-abu-dhabi/overview/,@stregisabudhabi,https://www.instagram.com/stregisabudhabi,St. Regis (Marriott) property page.
310,The St. Regis Atlanta,United States,Americas,https://www.marriott.com/en-us/hotels/atlxr-the-st-regis-atlanta/overview/,@stregisatl,https://www.instagram.com/stregisatl,St. Regis (Marriott) property page.
311,The St. Regis Bal Harbour Resort,United States,Americas,https://www.marriott.com/en-us/hotels/miarz-the-st-regis-bal-harbour-resort/overview/,@stregisbalharbour,https://www.instagram.com/stregisbalharbour,St. Regis (Marriott) property page; confirm exact Marriott property code.
312,"The St. Regis Dubai, The Palm",United Arab Emirates,Middle East,https://www.marriott.com/en-us/hotels/dxbpx-the-st-regis-dubai-the-palm/overview/,@stregisdubaithepalm,https://www.instagram.com/stregisdubaithepalm,St. Regis (Marriott) property page.
313,The St. Regis Hong Kong,China,Asia-Pacific,https://www.marriott.com/en-us/hotels/hkgxr-the-st-regis-hong-kong/overview/,@stregishk,https://www.instagram.com/stregishk,St. Regis (Marriott) property page.
314,The St. Regis Macao,China,Asia-Pacific,https://www.marriott.com/en-us/hotels/mfmxr-the-st-regis-macao/overview/,@stregismacao,https://www.instagram.com/stregismacao,St. Regis (Marriott) property page.
315,The St. Regis Maldives Vommuli Resort,Maldives,Asia-Pacific,https://www.marriott.com/en-us/hotels/mlexr-the-st-regis-maldives-vommuli-resort/overview/,@stregismaldives,https://www.instagram.com/stregismaldives,St. Regis (Marriott) property page.
316,The St. Regis New York,United States,Americas,https://www.marriott.com/en-us/hotels/nycxr-the-st-regis-new-york/overview/,@stregisnewyork,https://www.instagram.com/stregisnewyork,St. Regis (Marriott) property page.
317,"The St. Regis Saadiyat Island Resort, Abu Dhabi",United Arab Emirates,Middle East,https://www.marriott.com/en-us/hotels/auhxr-the-st-regis-saadiyat-island-resort-abu-dhabi/overview/,@stregissaadiyatisland,https://www.instagram.com/stregissaadiyatisland,St. Regis (Marriott) property page.
318,The St. Regis San Francisco,United States,Americas,https://www.marriott.com/en-us/hotels/sfoxr-the-st-regis-san-francisco/overview/,@stregissf,https://www.instagram.com/stregissf,St. Regis (Marriott) property page.
319,The St. Regis Toronto,Canada,Americas,https://www.marriott.com/en-us/hotels/yyzxr-the-st-regis-toronto/overview/,@stregistoronto,https://www.instagram.com/stregistoronto,St. Regis (Marriott) property page.
320,Star Tower at Studio City Macau,China,Asia-Pacific,https://www.studiocity-macau.com/en/hotels/star-tower,,,"Star Tower is a tower within Studio City Macau; no Star Tower-specific IG, only @studiocitymacau. Left blank."
321,Stein Eriksen Lodge Deer Valley,United States,Americas,https://www.steinlodge.com/,@steinlodge,https://www.instagram.com/steinlodge,
322,Takanawa Hanakohro,Japan,Asia-Pacific,https://www.princehotels.com/hanakohro/,@takanawa_hanakohro,https://www.instagram.com/takanawa_hanakohro,IG confirmed via official Seibu Prince site footer.
323,Trump International Hotel & Tower Chicago,United States,Americas,https://www.trumphotels.com/chicago,@trumpchicago,https://www.instagram.com/trumpchicago,
324,Trump International Hotel & Tower New York,United States,Americas,https://www.trumphotels.com/central-park,@trumpnyc,https://www.instagram.com/trumpnyc,
325,Trump Turnberry,United Kingdom,Europe,https://www.trumphotels.com/turnberry,@trumpturnberryscotland,https://www.instagram.com/trumpturnberryscotland,
