id,hotel_name,country,region,website,instagram_handle,instagram_url,source,gold_list_listings,notes
155,Hassler Roma,Italy,Europe,https://www.hotelhasslerroma.com/,@hotelhasslerroma,https://www.instagram.com/hotelhasslerroma,Forbes,,
156,Hermitage Bay,Antigua and Barbuda,Americas,https://www.hermitagebay.com/,@hermitagebay,https://www.instagram.com/hermitagebay,Gold List,"US 2026, UK 2026",From official site footer.
157,Hotel 41,United Kingdom,Europe,https://41hotel.com/,@41hotel,https://www.instagram.com/41hotel,Forbes,,
158,Hotel Adlon Kempinski Berlin,Germany,Europe,https://www.kempinski.com/en/hotel-adlon,@hoteladlonkempinski,https://www.instagram.com/hoteladlonkempinski,Gold List,"US 2025, UK 2025",Property's own handle per official page.
159,Hotel Bel-Air,United States,Americas,https://www.dorchestercollection.com/los-angeles/hotel-bel-air,@hotelbelair,https://www.instagram.com/hotelbelair,World's 50 Best,,From official Dorchester property footer.
160,Hotel Castello di Reschio,Italy,Europe,https://www.reschio.com/hotel,@reschio,https://www.instagram.com/reschio,Gold List,"US 2025, UK 2025",From official site footer.
161,"Hotel das Cataratas, A Belmond Hotel, Iguassu Falls",Brazil,Americas,https://www.belmond.com/hotels/south-america/brazil/iguassu-falls/belmond-hotel-das-cataratas/,@belmondhoteldascataratas,https://www.instagram.com/belmondhoteldascataratas,Forbes,,
162,"Hotel de la Ville, a Rocco Forte Hotel",Italy,Europe,https://www.roccofortehotels.com/hotels-and-resorts/hotel-de-la-ville/,@hoteldelavillerome,https://www.instagram.com/hoteldelavillerome,Forbes,,
163,"Hotel de Russie, a Rocco Forte Hotel",Italy,Europe,https://www.roccofortehotels.com/hotels-and-resorts/hotel-de-russie/,@hotelderussie,https://www.instagram.com/hotelderussie,Forbes,,
164,Hotel du Cap-Eden-Roc,France,Europe,https://www.oetkerhotels.com/hotels/hotel-du-cap-eden-roc/,@hotelducapedenroc,https://www.instagram.com/hotelducapedenroc,Forbes,,
165,Hotel Eden,Italy,Europe,https://www.dorchestercollection.com/rome/hotel-eden,@hoteledenrome,https://www.instagram.com/hoteledenrome,Forbes,,
166,Hotel Esencia,Mexico,Americas,https://hotelesencia.com/,@hotelesencia,https://www.instagram.com/hotelesencia,Forbes,,
167,"Hotel Grande Bretagne, a Luxury Collection Hotel, Athens",Greece,Europe,https://www.marriott.com/en-us/hotels/athlc-hotel-grande-bretagne-a-luxury-collection-hotel-athens/overview/,@hotelgrandebretagne,https://www.instagram.com/hotelgrandebretagne,Gold List,"US 2025, UK 2025",Marriott Luxury Collection property page.
168,Hotel Il Pellicano,Italy,Europe,https://www.pellicanohotels.com/en/hotels/hotel-il-pellicano/,@hotelilpellicano,https://www.instagram.com/hotelilpellicano,"Forbes, Gold List, World's 50 Best","US 2026, UK 2026",Page within Pellicano Hotels group site.
169,Hotel Le Toiny,St Barthélemy,Americas,https://letoiny.com/,@hotelletoinystbarth,https://www.instagram.com/hotelletoinystbarth,Gold List,"US 2026, UK 2026",Own official site.
170,Hotel New Otani Tokyo Executive House Zen,Japan,Asia-Pacific,https://www.newotani.co.jp/en/tokyo/stay/exe/,@executivehousezen,https://www.instagram.com/executivehousezen,Forbes,,"Executive House Zen, the Forbes Five-Star floors within Hotel New Otani Tokyo."
171,Hotel Okura Macau,China,Asia-Pacific,https://www.okura-nikko.com/china/macau/hotel-okura-macau/,@hotelokuramacau,https://www.instagram.com/hotelokuramacau,Forbes,,Official page on Okura Nikko brand site.
172,Hotel Plaza Athénée Paris,France,Europe,https://www.dorchestercollection.com/paris/hotel-plaza-athenee,@plaza_athenee,https://www.instagram.com/plaza_athenee,Forbes,,
173,Hotel Sacher Wien,Austria,Europe,https://www.sacher.com/en/vienna/,@sacherhotels,https://www.instagram.com/sacherhotels,World's 50 Best,,Shared Sacher Hotels group account (no Vienna-only account).
174,"Hotel Savoy, a Rocco Forte Hotel",Italy,Europe,https://www.roccofortehotels.com/hotels-and-resorts/hotel-savoy/,@hotelsavoyflorence,https://www.instagram.com/hotelsavoyflorence,Forbes,,
175,"HOTEL THE MITSUI KYOTO, A Luxury Collection Hotel & Spa",Japan,Asia-Pacific,https://www.hotelthemitsui.com/en/kyoto/,@hotel_the_mitsui_kyoto,https://www.instagram.com/hotel_the_mitsui_kyoto,"Forbes, World's 50 Best",,IG from official site footer.
176,Huka Lodge,New Zealand,Asia-Pacific,https://hukalodge.com/,@hukalodge,https://www.instagram.com/hukalodge,Gold List,US 2026,
177,Hurawalhi Island Resort,Maldives,Asia-Pacific,https://www.hurawalhi.com/,@hurawalhi,https://www.instagram.com/hurawalhi,Forbes,,"Handle confirmed via search (248K, references 5.8 Undersea Restaurant)."
178,"Hôtel de Crillon, A Rosewood Hotel",France,Europe,https://www.rosewoodhotels.com/en/hotel-de-crillon,@rosewoodhoteldecrillon,https://www.instagram.com/rosewoodhoteldecrillon,"Forbes, World's 50 Best",,
179,Hôtel de Paris Monte-Carlo,Monaco,Europe,https://www.montecarlosbm.com/en/hotel-monaco/hotel-paris-monte-carlo,@hoteldeparismc,https://www.instagram.com/hoteldeparismc,"Forbes, World's 50 Best",,Page within Monte-Carlo SBM (parent) site.
180,Hôtel du Couvent,France,Europe,https://www.hotelducouvent.com/,@hotelducouvent,https://www.instagram.com/hotelducouvent,World's 50 Best,,From official site footer.
181,Il Salviatino,Italy,Europe,https://salviatino.com/,@ilsalviatino,https://www.instagram.com/ilsalviatino,Gold List,"US 2026, UK 2026",
182,Iniala Valletta,Malta,Europe,https://www.iniala.com/iniala-valletta,@inialavalletta,https://www.instagram.com/inialavalletta,Forbes,,IG from official site footer.
183,Inkaterra La Casona,Peru,Americas,https://www.inkaterra.com/inkaterra/inkaterra-la-casona/the-experience/,@inkaterrahotels,https://www.instagram.com/inkaterrahotels,Gold List,US 2026,Group account only; no property-specific IG.
184,Island Shangri La,Hong Kong,Asia-Pacific,https://www.shangri-la.com/hongkong/islandshangrila/,@islandshangrila,https://www.instagram.com/islandshangrila,Gold List,"US 2026, UK 2026",Property page on parent site.
185,J.K. Place Capri,Italy,Europe,https://www.jkplaces.com/jkcapri/,@jkplacecapri,https://www.instagram.com/jkplacecapri,Forbes,,IG from official site footer.
186,J.K. Place Roma,Italy,Europe,https://www.jkplaces.com/jkroma/,@jkplaceroma,https://www.instagram.com/jkplaceroma,Forbes,,IG from official site footer.
187,Jack's Camp,Botswana,Africa,https://naturalselection.travel/camps/jacks-camp-botswana/,@jackscampbotswana,https://www.instagram.com/jackscampbotswana,Gold List,"US 2025, UK 2025",Property's own account.
188,Jade Mountain,St Lucia,Americas,https://jademountain.com/,@jademountainstlucia,https://www.instagram.com/jademountainstlucia,Gold List,"US 2025, UK 2025",
189,Janu Tokyo,Japan,Asia-Pacific,https://www.janu.com/janu-tokyo/,@januhotels,https://www.instagram.com/januhotels,World's 50 Best,,Brand account @januhotels published; no property-specific account yet.
190,JOALI BEING,Maldives,Asia-Pacific,https://www.joali.com/joali-being/,@joalibeing,https://www.instagram.com/joalibeing,Forbes,,
191,JOALI Maldives,Maldives,Asia-Pacific,https://www.joali.com/joali-maldives/,@joalimaldives,https://www.instagram.com/joalimaldives,Forbes,,
192,Jumeirah Al Naseem,United Arab Emirates,Middle East,https://www.jumeirah.com/en/stay/dubai/jumeirah-al-naseem,@jumeirahalnaseem,https://www.instagram.com/jumeirahalnaseem,Forbes,,Property page on parent jumeirah.com.
193,Jumeirah Burj Al Arab,United Arab Emirates,Middle East,https://www.jumeirah.com/en/stay/dubai/jumeirah-burj-al-arab,@jumeirahburjalarab,https://www.instagram.com/jumeirahburjalarab,"Forbes, Gold List","US 2025, UK 2025",Bio notes phased restoration as of 2026.
194,Jumeirah Marsa Al Arab,United Arab Emirates,Middle East,https://www.jumeirah.com/en/stay/dubai/jumeirah-marsa-al-arab,@jumeirahmarsaalarab,https://www.instagram.com/jumeirahmarsaalarab,World's 50 Best,,Property account preferred over global @jumeirah.
195,Kalesma Mykonos,Greece,Europe,https://www.kalesmamykonos.com/,@kalesma,https://www.instagram.com/kalesma,Gold List,"US 2025, UK 2025",From official site footer.
196,Kasbah Tamadot,Morocco,Africa,https://www.virginlimitededition.com/kasbah-tamadot/the-hotel/,@kasbahtamadot,https://www.instagram.com/kasbahtamadot,Gold List,"US 2025, UK 2025",Property page on Virgin Limited Edition site.
197,Kimpton Seafire Resort + Spa,Cayman Islands,Americas,https://www.seafireresortandspa.com/,@seafireresort,https://www.instagram.com/seafireresort,Forbes,,IG from official site footer.
198,Kinondo Kwetu,Kenya,Africa,https://www.kinondo-kwetu.com/,@kinondokwetu,https://www.instagram.com/kinondokwetu,Gold List,"US 2026, UK 2026",
199,"Kona Village, a Rosewood Resort",United States,Americas,https://www.rosewoodhotels.com/en/kona-village,@konavillagerosewood,https://www.instagram.com/konavillagerosewood,Gold List,"US 2026, UK 2026",Property page on Rosewood site.
200,Kudadoo Maldives Private Island,Maldives,Asia-Pacific,https://www.kudadoo.com/,@kudadoomaldives,https://www.instagram.com/kudadoomaldives,Forbes,,Handle confirmed via search (property-specific).
201,La Casa de la Playa,Mexico,Americas,https://www.lacasadelaplaya.com/en/,@lacasadelaplaya,https://www.instagram.com/lacasadelaplaya,Forbes,,Grupo Xcaret boutique hotel.
202,La Mamounia,Morocco,Africa,https://mamounia.com/en/,@lamamouniamarrakech,https://www.instagram.com/lamamouniamarrakech,World's 50 Best,,"Property account confirmed via search (verified, ~369K)."
203,La Posta Vecchia,Italy,Europe,https://www.pellicanohotels.com/en/hotels/la-posta-vecchia-hotel/,@lapostavecchiahotel,https://www.instagram.com/lapostavecchiahotel,Gold List,"US 2025, UK 2025",Property page within Pellicano Hotels site.
204,La Réserve Paris,France,Europe,https://www.lareserve-paris.com/en/,@lareserveparis,https://www.instagram.com/lareserveparis,"Forbes, Gold List","US 2026, UK 2026",IG from official site footer.
205,"Las Ventanas al Paraíso, A Rosewood Resort",Mexico,Americas,https://www.rosewoodhotels.com/en/las-ventanas-los-cabos,@lasventanasalparaiso,https://www.instagram.com/lasventanasalparaiso,"Forbes, World's 50 Best",,IG from Rosewood property-page footer.
206,Le Bristol Paris,France,Europe,https://www.oetkerhotels.com/hotels/le-bristol-paris/,@lebristolparis,https://www.instagram.com/lebristolparis,"Forbes, Gold List, World's 50 Best","US 2025, UK 2025",IG from Oetker property-page footer.
207,"Le Meurice, Dorchester Collection",France,Europe,https://www.dorchestercollection.com/paris/le-meurice,@lemeuriceparis,https://www.instagram.com/lemeuriceparis,Forbes,,IG from Dorchester property-page footer.
208,"Le Royal Monceau, Raffles Paris",France,Europe,https://www.raffles.com/paris/,@leroyalmonceau,https://www.instagram.com/leroyalmonceau,Gold List,"US 2025, UK 2025",Property page on raffles.com.
209,Le Sirenuse,Italy,Europe,https://sirenuse.it/en/,@lesirenuse,https://www.instagram.com/lesirenuse,Forbes,,IG from official site footer.
210,Les Roches Rouges,France,Europe,https://www.beaumier.com/en/properties/les-roches-rouges-hotel/,@lesrochesrouges,https://www.instagram.com/lesrochesrouges,Gold List,"US 2025, UK 2025",Property page on Beaumier site.
211,Lily of the Valley,France,Europe,https://www.lilyofthevalley.com/,@lilyofthevalleyhotel,https://www.instagram.com/lilyofthevalleyhotel,Gold List,"US 2026, UK 2026",
212,Lime Wood,United Kingdom,Europe,https://www.limewoodhotel.co.uk/,@limewoodhotel,https://www.instagram.com/limewoodhotel,Gold List,"US 2025, UK 2025",
213,Lizard Island,Australia,Asia-Pacific,https://www.lizardisland.com.au/,@lizardisland,https://www.instagram.com/lizardisland,Gold List,UK 2025,
214,Londoner Court,China,Asia-Pacific,https://www.londonermacao.com/hotels/londoner-court.html,@the_londoner_macao,https://www.instagram.com/the_londoner_macao,Forbes,,Londoner Court is a suite product within The Londoner Macao; resort account used.
215,LUX* Belle Mare,Mauritius,Africa,https://www.luxresorts.com/en/mauritius/hotel/luxbellemare,@luxbellemare,https://www.instagram.com/luxbellemare,Forbes,,IG from LUX* property-page footer.
216,LUX* Grand Baie,Mauritius,Africa,https://www.luxresorts.com/en/mauritius/hotel/luxgrandbaie,@luxgrandbaie,https://www.instagram.com/luxgrandbaie,Forbes,,IG from LUX* property-page footer.
217,LUX* South Ari Atoll,Maldives,Asia-Pacific,https://www.luxresorts.com/en/maldives/resort/luxsouthariatoll,@luxsouthari,https://www.instagram.com/luxsouthari,Forbes,,IG from LUX* property-page footer.
218,"Mandapa, a Ritz-Carlton Reserve",Indonesia,Asia-Pacific,https://www.ritzcarlton.com/en/hotels/dpsub-mandapa-a-ritz-carlton-reserve/overview/,@mandapareserve,https://www.instagram.com/mandapareserve,"Forbes, World's 50 Best",,Property page on parent ritzcarlton.com.
219,"Mandarin Oriental Bosphorus, Istanbul",Turkey,Europe,https://www.mandarinoriental.com/en/istanbul/bosphorus,@mo_istanbul,https://www.instagram.com/mo_istanbul,Forbes,,
220,"Mandarin Oriental Jumeira, Dubai",United Arab Emirates,Middle East,https://www.mandarinoriental.com/en/dubai/jumeira-beach,@mo_jumeira,https://www.instagram.com/mo_jumeira,Forbes,,
221,"Mandarin Oriental Palace, Luzern",Switzerland,Europe,https://www.mandarinoriental.com/en/luzern/palace,@mo_luzern,https://www.instagram.com/mo_luzern,Forbes,,
222,"Mandarin Oriental Pudong, Shanghai",China,Asia-Pacific,https://www.mandarinoriental.com/en/shanghai/pudong,@mo_pudong,https://www.instagram.com/mo_pudong,Forbes,,
223,"Mandarin Oriental Qianmen, Beijing",China,Asia-Pacific,https://www.mandarinoriental.com/en/beijing/qianmen,@mo_qianmen,https://www.instagram.com/mo_qianmen,"Forbes, World's 50 Best",,
224,"Mandarin Oriental Ritz, Madrid",Spain,Europe,https://www.mandarinoriental.com/en/madrid/hotel-ritz,@mo_ritzmadrid,https://www.instagram.com/mo_ritzmadrid,Forbes,,
225,"Mandarin Oriental Savoy, Zurich",Switzerland,Europe,https://www.mandarinoriental.com/en/zurich/savoy,@mo_savoyzurich,https://www.instagram.com/mo_savoyzurich,Forbes,,
226,"Mandarin Oriental The Landmark, Hong Kong",China,Asia-Pacific,https://www.mandarinoriental.com/en/hong-kong/the-landmark,@mo_landmarkhk,https://www.instagram.com/mo_landmarkhk,Forbes,,Distinct from @mo_hkg.
227,"Mandarin Oriental Wangfujing, Beijing",China,Asia-Pacific,https://www.mandarinoriental.com/en/beijing/wangfujing,@mo_wangfujing,https://www.instagram.com/mo_wangfujing,Forbes,,
228,"Mandarin Oriental, Bangkok",Thailand,Asia-Pacific,https://www.mandarinoriental.com/en/bangkok/chao-phraya-river,@mo_bangkok,https://www.instagram.com/mo_bangkok,"Forbes, Gold List, World's 50 Best","US 2025, UK 2025",
229,"Mandarin Oriental, Barcelona",Spain,Europe,https://www.mandarinoriental.com/en/barcelona/passeig-de-gracia,@mo_barcelona,https://www.instagram.com/mo_barcelona,Forbes,,
230,"Mandarin Oriental, Bodrum",Turkey,Europe,https://www.mandarinoriental.com/en/bodrum/paradise-bay,@mo_bodrum,https://www.instagram.com/mo_bodrum,Forbes,,
231,"Mandarin Oriental, Boston",United States,Americas,https://www.mandarinoriental.com/en/boston/back-bay,@mo_boston,https://www.instagram.com/mo_boston,Forbes,,
232,"Mandarin Oriental, Canouan",Saint Vincent and the Grenadines,Americas,https://www.mandarinoriental.com/en/canouan/caribbean,@mo_canouan,https://www.instagram.com/mo_canouan,Forbes,,
233,"Mandarin Oriental, Costa Navarino",Greece,Europe,https://www.mandarinoriental.com/en/costa-navarino/messenia,@mo_costanavarino,https://www.instagram.com/mo_costanavarino,Forbes,,
234,"Mandarin Oriental, Doha",Qatar,Middle East,https://www.mandarinoriental.com/en/doha/qatar,@mo_doha,https://www.instagram.com/mo_doha,Forbes,,
235,"Mandarin Oriental, Geneva",Switzerland,Europe,https://www.mandarinoriental.com/en/geneva/rhone-river,@mo_geneva,https://www.instagram.com/mo_geneva,Forbes,,
236,"Mandarin Oriental, Hong Kong",China,Asia-Pacific,https://www.mandarinoriental.com/en/hong-kong/victoria-harbour,@mo_hkg,https://www.instagram.com/mo_hkg,"Forbes, World's 50 Best",,Distinct from Landmark MO @mo_landmarkhk.
237,"Mandarin Oriental, Hyde Park, London",United Kingdom,Europe,https://www.mandarinoriental.com/en/london/hyde-park,@mo_hydepark,https://www.instagram.com/mo_hydepark,Forbes,,
238,"Mandarin Oriental, Lago di Como",Italy,Europe,https://www.mandarinoriental.com/en/lake-como/blevio,@mo_lagodicomo,https://www.instagram.com/mo_lagodicomo,Forbes,,
239,"Mandarin Oriental, Marrakech",Morocco,Africa,https://www.mandarinoriental.com/en/marrakech/la-mamounia,@mo_marrakech,https://www.instagram.com/mo_marrakech,Forbes,,
240,"Mandarin Oriental, Milan",Italy,Europe,https://www.mandarinoriental.com/en/milan/la-scala,@mo_milan,https://www.instagram.com/mo_milan,Forbes,,
241,"Mandarin Oriental, New York",United States,Americas,https://www.mandarinoriental.com/en/new-york/manhattan,@mo_newyork,https://www.instagram.com/mo_newyork,"Forbes, Gold List","US 2025, UK 2025",
242,"Mandarin Oriental, Paris",France,Europe,https://www.mandarinoriental.com/en/paris/place-vendome,@mo_paris,https://www.instagram.com/mo_paris,Forbes,,
243,"Mandarin Oriental, Shenzhen",China,Asia-Pacific,https://www.mandarinoriental.com/en/shenzhen/futian,@mo_shenzhen_,https://www.instagram.com/mo_shenzhen_,Forbes,,Handle has trailing underscore.
244,"Mandarin Oriental, Tokyo",Japan,Asia-Pacific,https://www.mandarinoriental.com/en/tokyo/nihonbashi,@mo_tokyo,https://www.instagram.com/mo_tokyo,Forbes,,
245,Marbella Club,Spain,Europe,https://www.marbellaclub.com/,@marbellaclubh,https://www.instagram.com/marbellaclubh,Gold List,"US 2025, UK 2025",
246,"Maroma, A Belmond Hotel, Riviera Maya",Mexico,Americas,https://www.belmond.com/hotels/north-america/mexico/riviera-maya/belmond-maroma-resort-and-spa/,@belmondmaroma,https://www.instagram.com/belmondmaroma,"Forbes, World's 50 Best",,
247,Mashpi Lodge,Ecuador,Americas,https://www.mashpilodge.com/,@mashpilodge,https://www.instagram.com/mashpilodge,Gold List,"US 2025, UK 2025",
248,Matetsi Victoria Falls,Zimbabwe,Africa,https://matetsivictoriafalls.com/,@matetsivictoriafalls,https://www.instagram.com/matetsivictoriafalls,Gold List,"US 2025, UK 2025",From official site footer.
249,Mayfair House Hotel & Garden,United States,Americas,https://www.mayfairhousemiami.com/,@mayfairhousemiami,https://www.instagram.com/mayfairhousemiami,Gold List,"US 2026, UK 2026",From official site footer.
250,Maçakizi,Turkey,Europe,https://www.macakizi.com/,@macakizihotel,https://www.instagram.com/macakizihotel,Gold List,"US 2026, UK 2026",From official site footer.
251,Meadowood Napa Valley,United States,Americas,https://meadowood.com/,@meadowoodnapavalley,https://www.instagram.com/meadowoodnapavalley,Forbes,,
252,MGM MACAU,China,Asia-Pacific,https://www.mgm.mo/en/stay/mgm-macau,,,Forbes,,No MGM Macau-specific IG; @mgm.mo shared across MGM Macau/Cotai. Left blank.
253,Mii amo,United States,Americas,https://miiamo.com/,@mii_amo_spa,https://www.instagram.com/mii_amo_spa,Forbes,,Destination spa-hotel account.
254,Montage Big Sky,United States,Americas,https://www.montage.com/bigsky/,@montagebigsky,https://www.instagram.com/montagebigsky,Forbes,,
255,Montage Deer Valley,United States,Americas,https://www.montage.com/deervalley/,@montagedeervalley,https://www.instagram.com/montagedeervalley,Forbes,,
256,Montage Healdsburg,United States,Americas,https://www.montage.com/healdsburg/,@montagehealdsburg,https://www.instagram.com/montagehealdsburg,Forbes,,
257,Montage Laguna Beach,United States,Americas,https://www.montage.com/lagunabeach/,@montagelaguna,https://www.instagram.com/montagelaguna,Forbes,,
258,Montage Los Cabos,Mexico,Americas,https://www.montage.com/loscabos/,@montageloscabos,https://www.instagram.com/montageloscabos,Forbes,,
259,Montage Palmetto Bluff,United States,Americas,https://www.montage.com/palmettobluff/,@montagepalmettobluff,https://www.instagram.com/montagepalmettobluff,Forbes,,
260,Morpheus,China,Asia-Pacific,https://www.cityofdreamsmacau.com/en/hotels/morpheus,,,Forbes,,No confirmed Morpheus-specific IG; only resort @cityofdreamsmacau. Left blank.
261,Mount Gahinga Lodge,Uganda,Africa,https://gahingalodge.com/,,,Gold List,"US 2026, UK 2026",No property-specific IG; only parent brand @volcanoessafaris. Left blank.
262,"Mount Nelson, A Belmond Hotel, Cape Town",South Africa,Africa,https://www.belmond.com/hotels/africa/south-africa/cape-town/belmond-mount-nelson-hotel/,@belmondmountnelsonhotel,https://www.instagram.com/belmondmountnelsonhotel,Forbes,,
263,Narendra Bhawan Bikaner,India,Asia-Pacific,https://suryagarhcollection.com/narendra-bhawan,@narendra.bhawan.bikaner,https://www.instagram.com/narendra.bhawan.bikaner,Gold List,"US 2025, UK 2025",Property-specific account confirmed via search.
264,"Naviva, A Four Seasons Resort, Punta Mita",Mexico,Americas,https://www.fourseasons.com/naviva/,@naviva,https://www.instagram.com/naviva,Gold List,US 2026,Property runs its own dedicated account @naviva.
265,Nay Palad Hideaway,Philippines,Asia-Pacific,https://naypaladhideaway.com/,@naypalad,https://www.instagram.com/naypalad,Gold List,"US 2026, UK 2026",From official site footer (formerly Dedon Island Resort).
266,Nizuc Resort & Spa,Mexico,Americas,https://www.nizuc.com/,@nizucresort,https://www.instagram.com/nizucresort,Forbes,,
267,"Nujuma, a Ritz-Carlton Reserve",Saudi Arabia,Middle East,https://www.ritzcarlton.com/en/hotels/ejhrz-nujuma-a-ritz-carlton-reserve/overview/,@nujumareserve,https://www.instagram.com/nujumareserve,Forbes,,
268,Nüwa Macau,China,Asia-Pacific,https://www.cityofdreamsmacau.com/en/hotels/nuwa,,,Forbes,,No confirmed Nuwa Macau-specific IG; only resort @cityofdreamsmacau. Left blank.
269,Nüwa Manila at City of Dreams,Philippines,Asia-Pacific,https://www.cityofdreamsmanila.com/en/stay/nuwa,,,Forbes,,Two plausible small accounts; could not confirm official. Left blank.
270,Ocean House,United States,Americas,https://www.oceanhouseri.com/,@oceanhouseri,https://www.instagram.com/oceanhouseri,Forbes,,
271,Okada Manila,Philippines,Asia-Pacific,https://okadamanila.com/,@okadamanila,https://www.instagram.com/okadamanila,Forbes,,
272,One&Only Gorilla's Nest,Rwanda,Africa,https://www.oneandonlyresorts.com/gorillas-nest,@oorwanda,https://www.instagram.com/oorwanda,Forbes,,@oorwanda is the official One&Only Rwanda account (Gorilla's Nest + Nyungwe House); no property-only account.
273,One&Only Le Saint Géran,Mauritius,Africa,https://www.oneandonlyresorts.com/le-saint-geran,@oolesaintgeran,https://www.instagram.com/oolesaintgeran,Forbes,,
274,One&Only Mandarina,Mexico,Americas,https://www.oneandonlyresorts.com/mandarina,@oomandarina,https://www.instagram.com/oomandarina,"Gold List, World's 50 Best","US 2025, UK 2025",Property's own dedicated account.
275,One&Only Nyungwe House,Rwanda,Africa,https://www.oneandonlyresorts.com/nyungwe-house,@oonyungwehouse,https://www.instagram.com/oonyungwehouse,Forbes,,Property-specific account.
276,"One&Only Palmilla, Los Cabos Resort",Mexico,Americas,https://www.oneandonlyresorts.com/palmilla,@oneandonlypalmilla,https://www.instagram.com/oneandonlypalmilla,Forbes,,
277,One&Only Portonovi,Montenegro,Europe,https://www.oneandonlyresorts.com/portonovi,@ooportonovi,https://www.instagram.com/ooportonovi,Forbes,,
278,One&Only Reethi Rah,Maldives,Asia-Pacific,https://www.oneandonlyresorts.com/reethi-rah,@ooreethirah,https://www.instagram.com/ooreethirah,Forbes,,
279,One&Only Royal Mirage - The Residence,United Arab Emirates,Middle East,https://www.oneandonlyresorts.com/royal-mirage/accommodation/the-residence,@ooroyalmirage,https://www.instagram.com/ooroyalmirage,Forbes,,The Residence is within One&Only Royal Mirage; resort account used.
280,Our Habitas AlUla,Saudi Arabia,Middle East,https://www.ourhabitas.com/alula/,@habitasalula,https://www.instagram.com/habitasalula,Gold List,"US 2026, UK 2026",Property's own dedicated account.
281,Paiza Grand,China,Asia-Pacific,https://www.londonermacao.com/hotels/paiza-grand.html,@the_londoner_macao,https://www.instagram.com/the_londoner_macao,Forbes,,Paiza Grand is within The Londoner Macao; resort account used.
282,Paiza Lofts,China,Asia-Pacific,https://www.parisianmacao.com/paiza-lofts.html,@parisian_macao,https://www.instagram.com/parisian_macao,Forbes,,Paiza Lofts is within The Parisian Macao; resort account used.
283,Palace Hotel Tokyo,Japan,Asia-Pacific,https://www.palacehoteltokyo.com/,@palacehoteltokyo,https://www.instagram.com/palacehoteltokyo,Forbes,,
284,Palazzo Margherita,Italy,Europe,https://thecoppolahideaways.com/resort/palazzo-margherita,@palazzomargherita,https://www.instagram.com/palazzomargherita,Gold List,"US 2025, UK 2025",Property page on Coppola Hideaways site.
285,Palazzo Versace Macau,China,Asia-Pacific,https://www.palazzoversace.mo/en,@palazzoversacemacau,https://www.instagram.com/palazzoversacemacau,Forbes,,
286,Pan Pacific London,United Kingdom,Europe,https://www.panpacific.com/en/hotels-and-resorts/pp-london.html,@panpacificlondon,https://www.instagram.com/panpacificlondon,Forbes,,
287,Park Hotel Vitznau,Switzerland,Europe,https://www.parkhotel-vitznau.ch/en/,@parkhotelvitznau,https://www.instagram.com/parkhotelvitznau,Forbes,,
288,Park Hyatt Sydney,Australia,Asia-Pacific,https://www.hyatt.com/park-hyatt/en-US/sydph-park-hyatt-sydney,@parkhyattsydney,https://www.instagram.com/parkhyattsydney,Gold List,US 2026,Official Hyatt property page.
289,Passalacqua,Italy,Europe,https://www.passalacqua.it/en/,@passalacqualakecomo,https://www.instagram.com/passalacqualakecomo,"Gold List, World's 50 Best","US 2026, UK 2026",Property-specific account confirmed via search.
290,"Patina Maldives, Fari Islands",Maldives,Asia-Pacific,https://patinahotels.com/maldives,@patinamaldives,https://www.instagram.com/patinamaldives,Forbes,,
291,Portrait Firenze  — Lungarno Collection,Italy,Europe,https://www.lungarnocollection.com/portrait-firenze/,@portraitfirenze,https://www.instagram.com/portraitfirenze,Forbes,,
292,Posada Ayana,Uruguay,Americas,https://www.posada-ayana.com/,@posadaayana,https://www.instagram.com/posadaayana,Gold List,US 2026,From official site footer.
293,Post Ranch Inn,United States,Americas,https://postranchinn.com/,@postranchinn,https://www.instagram.com/postranchinn,Gold List,"US 2025, UK 2025",From official site footer.
294,Raffles at Galaxy Macau,China,Asia-Pacific,https://www.raffles.com/macau/,@raffles.galaxymacau,https://www.instagram.com/raffles.galaxymacau,Forbes,,Property opened 2024; newer account.
295,Raffles Doha,Qatar,Middle East,https://www.raffles.com/doha/,@rafflesdoha,https://www.instagram.com/rafflesdoha,"Forbes, Gold List","US 2026, UK 2026",
296,Raffles Hotel Singapore,Singapore,Asia-Pacific,https://www.raffles.com/singapore/,@raffleshotelsingapore,https://www.instagram.com/raffleshotelsingapore,"Forbes, World's 50 Best",,
297,Raffles Istanbul,Turkey,Europe,https://www.raffles.com/istanbul/,@rafflesistanbul,https://www.instagram.com/rafflesistanbul,Forbes,,
298,Raffles London at The OWO,United Kingdom,Europe,https://www.raffles.com/london/,@raffleslondon.theowo,https://www.instagram.com/raffleslondon.theowo,"Forbes, World's 50 Best",,
299,Rancho Valencia Resort & Spa,United States,Americas,https://ranchovalencia.com/,@ranchovalencia,https://www.instagram.com/ranchovalencia,Forbes,,
300,Raya Heritage,Thailand,Asia-Pacific,https://www.rayaheritage.com/en/,@rayaheritage,https://www.instagram.com/rayaheritage,Gold List,"US 2026, UK 2026",From official site footer.
301,Refugia Chiloé,Chile,Americas,https://refugiachiloe.com/,@refugia_chiloe,https://www.instagram.com/refugia_chiloe,Gold List,US 2026,Active official account (rebranded from Tierra Chiloe).
302,Regent Hong Kong,China,Asia-Pacific,https://hongkong.regenthotels.com/,@hongkongregent,https://www.instagram.com/hongkongregent,Forbes,,
